Institute Code,College Name,Region,Region Type,College Address,Email Address,Website,Registrar Name,Principal Name,Office Phone,Fax No,Status,Autonomy Status,Minority status
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Pune,Rural,At  Post : Ashta. Tal- Walwa Dist. Sangli ,profrak@rediffmail.com,www.adcet.in,Prof. S. B. Hivarekar,Dr. V. S. Patil,241107,241106,Un-Aided,Autonomous,Non-Minority
6284,"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune",Pune,Rural," Vidyanagari, Bhigwan Road, Baramati Dist. Pune ",principal.vpkbiet@vidyapratishthan.com,www.vpkbiet.org,Mr. Satish H. Taware,Dr. R.S. Bichkar,239503,239514,Un-Aided,Non-Autonomous,Non-Minority
6285,"Bharati Vidyapeeth's College of Engineering for Women, Katraj, Dhankawadi, Pune",Pune,Urban,"Katraj,Dhankawadi campus, Pune-Satara Road, Pune ",coewpune@bharatividyapeeth.edu,coewpune.bharatividyapeeth.edu,Mr. Sathe Ashok Tukaram,Dr. SANDIP RAOSAHEB PATIL,24371684,24372210,Un-Aided,Non-Autonomous,Non-Minority
6288,"Bharati Vidyapeeth's College of Engineering, Kolhapur",Pune,Rural,"Near Chitranagari, Kolhapur",coekolhapur@bharatividyapeeth.edu,www.coekolhapur.bharatividyapeeth.edu,Mr. Kadam R. L.,Dr. Vijay Ghorpade,2638894,2636050,Un-Aided,Non-Autonomous,Non-Minority
6289,"B.R.A.C.T's Vishwakarma Institute of Information Technology, Kondhwa (Bk.), Pune",Pune,Urban,Survey No.2/3/4 Kondhwa (Bk.) Pune,director@viit.ac.in,www.viit.ac.in,Mr. Mahesh S. Kurulekar ,Dr. Vivek S. Deshpande,26950200,26950450,Un-Aided,Autonomous,Non-Minority
6298,"Zeal Education Society's Zeal College of Engineering & Reserch, Narhe, Pune",Pune,Urban,"Survey No.39, Narhe-Dhayari Road, Narhe Pune-411 041",zcoer@zealeducation.com,www.zcoer.in,Mr. Ashok Vishnu Jadhav,Dr. Ajit Madhukar Kate,67206000,67206000,Un-Aided,Non-Autonomous,Non-Minority
6303,"Dr. Ashok Gujar Technical Institute's  Dr. Daulatrao Aher College of Engineering, Karad",Pune,Rural,"Vidyanagar Extn. At Post Banawadi, Taluka - Karad Dist.  Satara",principal@dacoe.ac.in,www.dacoe.ac.in,Ashok Prakash Adsule,Dr. Anwar M. Mulla,272701,272703,Un-Aided,Non-Autonomous,Non-Minority
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Pune,Rural,"Post Khamla(Bha.), Vita, Gat No.421,Tal- Khanapur Dist . Sangli",aitrc@agiv.edu.in,www.agiv.edu.in,Mr. A. D. Chavan,Dr.V.K.Naik,229021,229021,Un-Aided,Non-Autonomous,Non-Minority
6307,"Dhole Patil Education Society, Dhole Patil College of Engineering, Wagholi, Tal. Haveli",Pune,Rural,"1284, Ubale Nagar, Wagholi, Taluka Haveli Dist. Pune ",dpcoepune@gmail.com,www.dpcoe.com,Pankaj P. Amrutkar,Prof.Dr.Nihar Shripad Walimbe,66059900,66059900,Un-Aided,Non-Autonomous,Non-Minority
6310,"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",Pune,Urban,"Vishnupuri Talegaon Station, Taluka Mavel, Dist. Pune",nmiettalegaon@gmail.com,www.nmiet.edu.in,Vijay Shirke,Dr. Lalitkumar Wadhava,231666,231777,Un-Aided,Non-Autonomous,Non-Minority
6311,"Jayawant Shikshan Prasarak Mandal, Bhivarabai Sawant Institute of Technology & Research, Wagholi",Pune,Urban,"Gut No. 720/1 & 2, Pune Nagar Road, Wagholi, Tal. Hawali Dist. Pune",pricipalbsiotr@gmail.com,www.bsiotr.org,Mr. Anuse Pritam Mahadev ,Dr. Nagaraj Kalyanappa Timalapur,67335108,67335100,Un-Aided,Non-Autonomous,Non-Minority
6312,"Abhinav Education society College of Engineering and Technology (Diploma), Wadwadi, Tal.  Khandala",Pune,Urban,"S.No 209,178,179,180 Wadwadi,Khandala Satara , 412801",abhinavpolytechnic@gmail.com,www.abhinavpolytechnic.org,Mr.Sanjay S Ambike,Mr. Prashant Jagannath Patil,286105,286107,Un-Aided,Non-Autonomous,Non-Minority
6313,"Jaywant College of Engineering & Management, Kille Macchindragad Tal. Walva",Pune,Rural,"GAT No 329/1, Kille Macchindragad, 
Tal. Walwa Dist. Sangli",contact@sspmjcem.com,www.sspmjcem.com,Mr. Pramod Pawar,Mr.Deshmukh Monoj Janardan,266407,266408,Un-Aided,Non-Autonomous,Non-Minority
6315,"Holy-Wood Academy's Sanjeevan Engineering and Technology Institute, Panhala",Pune,Rural,"Sanjeevan Knowladge City, Somwarpeth (Injole), Panhala, Tal. Panhala. Dist. Kolhapur",office@seti.edu.in,www.seti.edu.in,Shri. B. V. Kumbhar,Dr. Mohan B.Vanarotti ,2686600,2686629,Un-Aided,Non-Autonomous,Non-Minority
6317,"Sharad Institute of Technology College of Engineering, Yadrav(Ichalkaranji)",Pune,Rural,"Gat No.525 & 473/A, Yadrav, Tal. Shirol, Dist: Kolhapur",contact@sitcoe.org.in,www.sitcoe.ac.in,Shinde D D,Dr Sanjay Annaso Khot ,253001,252897,Un-Aided,Non-Autonomous,Non-Minority
6319,"Shahajirao Patil Vikas Pratishthan, S.B.Patil College of Engineering, Vangali, Tal. Indapur",Pune,Rural,"Gut No. 58, Village Vangali, Tal. Indapur Dist. Pune",sbpcoeprincipal@gmail.com,www.spvp.edu.in,Mr. Gaikwad Dhiraj Tukaram,Dr. Pravin D. Nemade,9970340139,2025667777,Un-Aided,Non-Autonomous,Non-Minority
6320,"K.J.'s Educational Institute's K.J.College of Engineering & Management Research, Pisoli",Pune,Rural,"Survey No. 25/27, Post Yevalewadi, Village Pisoli, Near Bopdev Ghat, Near Hotel Garwa, Tal. Haveli. Dist. Pune",principalkjcoemr@gmail.com,www.kjei.edu.in,SANDIP PRALHAD PANCHBHAI,Prof. Dr. Suhas S. Khot,26934417,,Un-Aided,Non-Autonomous,Non-Minority
6322,"Shree Gajanan Maharaj Shikshan Prasarak Manda'l Sharadchandra Pawar College of Engineering, Dumbarwadi",Pune,Rural,"At Dumberwadi, Post Khamundi(Otur), Tal. Junnar Dist. Pune",principalspoce09@gmail.com,www.spcoe.in,Benke Vishal Chandrakant,Dr. Govind Ukhandrao Kharat ,239202,239204,Un-Aided,Non-Autonomous,Non-Minority
6323,"D. Y. Patil College of Engineering, Ambi, Talegaon, Maval",Pune,Rural,"A/P Ambi, Talegaon, Maval, Dist.Pune",ddypea@gmail.com,www.dyptc.com,SHRI. Bhavanrao Gaikwad,Dr. Abhay A. Pawar,306228,02239167,Un-Aided,Non-Autonomous,Non-Minority
6324,"Rajgad Dnyanpeeth's Technical Campus,Dhangwadi, Bhor",Pune,Rural,"S.No. 237, Dhangwadi, Tal. Bhor. Dist.  Pune ",scscoe@gmail.com,www.rajgad.edu.in,Mr. Goraknath D. Jagtap,Prof.Dr. S. B. Patil,282556,282456,Un-Aided,Non-Autonomous,Non-Minority
6325,"Alard  Charitable Trust's Alard College of Engineering and Management, Pune",Pune,Urban,"Sr. No. 50, Marunji, Tal-Mulshi, Nr. Rajiv Gandhi IT Park, Hinjewadi, Dist. Pune",info@alardinstitutes.com,www.alardinstitutes.com,Mr.B.B.Chavan,Dr. K. D. Sapate,66523702,66523761,Un-Aided,Non-Autonomous,Linguistic Minority - Hindi
6402,"Shree Prince Shivaji Maratha Boarding House's New Polytechnic, Kolhapur",Pune,Rural,"R. S. No. 264, Shantinagar, Uchagaon, Kolhapur , 416005",newpolytechnic@yahoo.co.in,www.newpolytechnic.com,ß,Shri. V.B. Shinde,2615168,2615487,Un-Aided,Non-Autonomous,Non-Minority
6403,"Latthe Education Society's Polytechnic, Sangli",Pune,Urban,"P-41, MIDC, Kupwad Sangli , 416436",latthepolytechnic@gmail.com,www.latthepolytechnic.com,Sanjay Appaso Shedbale,Annasaheb Bharmu Gaji,2644422,2644422,Un-Aided,Non-Autonomous,Religious Minority - Jain
6404,"Ekalavya Shikshan Sanstha's Polytechnic,pune",Pune,Urban,"S.No. 68/3/1,Kothrud, Paud Rd, Pune , 411038",esspoly@gmail.com,www.esspoly.org,--,Prof. A. L. Pisal,25362055,25361967,Un-Aided,Non-Autonomous,Non-Minority
6405,"Shivnagar Vidya Prasarak Mandal's Institute of Tech. & Engg., Malegaon(Bk.)",Pune,Rural,"A/P Malegaon BK. Pune , 413115",svpmite_038@yahoo.com,www.svpm.edu.in,R.B.Phalke,Prof. R. M. Wabale,254214,254214,Un-Aided,Non-Autonomous,Non-Minority
6406,"Karmaveer Bhaurao Patil Polytechnic,Satara",Pune,Rural,"Gat No. 242/B/1 Panmalewadi, A/P Varye, Satara 415001",kbppoly0041@gmail.com,www.kbppoly.edu.in,Sayyad J.N.,K. S. Sheikh,9309919088,235767,Un-Aided,Non-Autonomous,Non-Minority
6408,"Bharti Vidyaapeeth's Jawaharlal Nehru Institute of Technology, Pune",Pune,Urban,"Pune Satara Road,  Dhanakawadi, Katraj Pune , 411043",bvjniot@bharatividyapeeth.edu,www.bvjniot.bharatividyapeeth.edu,--,Shri. R. R. Utturkar,24379467,24372434,Un-Aided,Non-Autonomous,Non-Minority
6409,"Solapur Education Society's  Polytechnic, Solapur",Pune,Urban,"Samart Chowk, Budhwar Peth, Solapur , 413002",sespsolapur@gmail.com,www.sespolytechnic.org.in,Shri.AJAY ANIL YELEGAONKAR,Dr. SHRIKANT BHAGWANT JOSHI,2320387,2320387,Un-Aided,Non-Autonomous,Non-Minority
6410,"Dr. D. Y. Patil Pratishthan's, Yashwantrao Bhaurao Patil  Polytechnic, Pune",Pune,Urban,"Sector No.29, Nigdi Pradhikaran, Akurdi Pune , 411044",principalyb@gmail.com,ybppolytechnic.org,Mr. M.D Koulavkar,Prof. A. S. Kondekar,27657868,27659147,Un-Aided,Non-Autonomous,Non-Minority
6411,"Dr. J. J. Magdum Trust, Dr. J.J.Magdum Polytechnic, Jaysingpur, Kolhapur ",Pune,Urban,"Shirol Wadi Road,Jaysingpur Kolhapur , 416101",jjmpolyjsp@rediffmail.com,www.jjmpoly.co.in,Mr.A.B.DEVARSHI,Mr.S.T.JADHAV,225472,229572,Un-Aided,Non-Autonomous,Non-Minority
6413,"Pimpri Chinchwad Education Trust's Pimpri Chinchwad Polytechnic,Pune",Pune,Rural,"Sector No. 26, Pradhikaran , Pune , 411044",principal@pcpolytechnic.com,www.pcpolytechnic.com,Bhase Bharati Bharat,Prof. V.S.Byakod,27658797,27654156,Un-Aided,Non-Autonomous,Non-Minority
6414,"Sinhgad Tech Education Society's Sou. Venutai Chavan Polytechnic, Pune",Pune,Urban,"44/1, Vadgaon (BK), Off- Sinhgad Rd, Pune  411041",principal_svcp@sinhgad.edu,www.sinhgad.edu,Mrs.S.R.Vyavahare,Dr.(Mrs) M.S. Jadhav,24354751,24354751,Un-Aided,Non-Autonomous,Non-Minority
6415,"All India Shri Shivaji Memorial Society's Polytechnic, Pune,",Pune,Urban,"Polytechnic,Kennedy Rd,Near R.T.O. Office Pune , 411001",aissmspolypune@yahoo.in,www.aissmspoly.org.in,Suresh Sarjerao Bhorde,Mr. S. K. GIRAM,26058077,26058077,Un-Aided,Non-Autonomous,Non-Minority
6416,"Dr. D. Y. Patil Pratishthan's, Padmashree Dr. D.Y.Patil Polytechnic, Nigdi ",Pune,Urban,"Sector No. 29, Near Akurdi Railway Station,  Nigdi-Pradhikaran, Akurdi, Pune 411044",dypprincipal@gmail.com,www.pddyppolytechnic.ac.in,Mr. M.D Koulavkar,Prof. M.S.Hiremath,27659147,27659147,Un-Aided,Non-Autonomous,Non-Minority
6417,"Poona District Education Association's, Institute of Technology,Hadpsar,Pune",Pune,Urban,"A.M. COllege Campus, Mahadeo Nagar, Manjari Road, Hadapsar,Pune-411028",iot@pdeapune.org,www.pdeaioth.in,Rakhunde K N ,Prof.SAWALE NITIN REVAJI,26992415,26992415,Un-Aided,Non-Autonomous,Non-Minority
6418,"Jaihind Comprehensive Educational Institute's Jaihind Polytechnic, Kuran,Tal. Junnar",Pune,Rural,"A/P Kuran, Tal. Junnar, Pune , 410511",iotkuran@rediffmail.com,www.jaihind.edu.in,V. T. Sable,Mr. Y. S. Gunjal,242027,,Un-Aided,Non-Autonomous,Non-Minority
6419,"Nutan College of Engineering and Research, Talegaon Dabhade Tal. Maval, Pune",Pune,Urban,"Vishnupuri,Talegaon Dabhade(St.), Tal.Maval District. Pune ",ncerpune@gmail.com,www.ncerpune.com,Mr.Samadhan Kumbhar,Dr.Girish M.Desai,228175,228175,Un-Aided,Non-Autonomous,Non-Minority
6420,"Shikshan Prasarak Mandal's Polytechnic,Solapur",Pune,Urban,"Hotgi Road, Kumathe, Solapur 413224",spmpkprincipal@gmail.com,www.spmsolapur.org,Mr. Bajrang U. Badawane,Mrs. Rohini S. Chavan,2602057,2602057,Un-Aided,Non-Autonomous,Non-Minority
6421,"Dr. D. Y. Patil Prathisthan's Dr. D.Y. Patil Polytechnic, Kolhapur",Pune,Urban,"Kasba Bavada Kolhapur , 416006",dyp.poly16@gmail.com,www.dyppolykolhapur.com,Mr. A. S. Deshinge,Dr. M.M. Narke,2601436,2601062,Un-Aided,Non-Autonomous,Non-Minority
6422,"Bharati Vidyapeeth's Institute of Technology, Palus, Sangli",Pune,Rural,"Atpost:Palus,Tal:Palus, Dist:Sangli 416310",mmsdeshmukh@rediffmail.com,www.iotpalus.bharatividyapeeth.edu,Mr. Kulkarni H.R,Mr. Deshmukh M.S.,228585,229333,Un-Aided,Non-Autonomous,Non-Minority
6423,"Shri Jain Vidya Prasarak Mandal's Rasiklal M. Dhariwal Institute of Technology, Chinchwadgaon, Pune",Pune,Urban,"Shri Fattechand Marg Pune , 411033",rmdiot@gmail.com,www.rmdiot.com,Deshpande A A,Mr. Anil B. Thite,27353516,27354633,Un-Aided,Non-Autonomous,Religious Minority - Jain
6425,"Jaywant shikshan prasarak Mandal,Jaywantrao Sawant Polytechnic, Hadapsar, Pune",Pune,Urban,"Survey No. 58, Hadapsar Handewadi Road, Hadapsar Pune , 411028",principal6425@gmail.com,www.jspmjspoly.edu.in,Prof. M. S.Kalbande,Dr. S. M. Deokar,26970886,,Un-Aided,Non-Autonomous,Non-Minority
6427,"Bhivrabai Sawant Polytechnic, Wagholi, Pune",Pune,Rural,"Gat No. 720/2, Pune Nagar Road, Bakori Phata,Wagholi, Pune , 412207",bspoly@rediffmail.com,www.jspm.edu.in,Mr Vinod B. Mhaske,Dr. Sachin V. Admane,67335100,67335100,Un-Aided,Non-Autonomous,Non-Minority
6428,"BMSPM's Ashokrao Mane Polytechnic, Vathar Tarf Vadgaon",Pune,Rural,"Gat No. 113 A, A/P Vathar Tarf Vadgaon, Hatkangale, Kolhapur 416112",ampolytechnicvathar@gmail.com,www.amietv.org,Mr. Bhosale Amol Anandrao,Mr. Gurav Yuvraj Ramchandra,2407740,2407750,Un-Aided,Non-Autonomous,Non-Minority
6431,"Sai Charitable Trust, Indira Institute Of Diploma Engineering(Poly), Sasure, Tal. Barshi",Pune,Rural,"Flat No. 67, At Post Sasure ( Bairag )Solapur_Barshi Highway, Barshi, Solapur 413402",ssctiide@gmail.com,www.iidepoly.in,Mr.Shinde D.B.,Shri. Zambare S.S.,240700,240700,Un-Aided,Non-Autonomous,Non-Minority
6432,"Shivneri Foundation, Shivneri Polytechnic, Khanapur, Junnar, Pune",Pune,Rural,"Khanapur, Junnar, Dist. Pune , 410502",principal.shivpoly@gmail.com,www.shivneri.ac.in,MR. KANASE S C,ANDHALE  R.S,9975531821,263266,Un-Aided,Non-Autonomous,Non-Minority
6433,"Vidyavardhini Charitable Trust's Abhaysinhraje Bhonsle Institute of Technology, Shahunagar- Shendra, Satara",Pune,Rural,"Gat No. 282, 290 & 291 Shendre Satara  415001",abitsatara@rediffmail.com,www.abitsatara.com,MR. BHOSALE SOPAN SHIVAJI,Prof. Dhumal Satish U,279661,279661,Un-Aided,Non-Autonomous,Non-Minority
6434,"Dinkarrao K. Shinde Smarak Trust, Dr. A.D. Shinde Institute Of Technology, Gadhinglaj",Pune,Rural,"At Post-Bhadgaon, Taluka Gadhinglaj, Dist. Kolhapur  416502",principal_dads@rediffmail.com,www.adshindeit.org,Mr. S. M. Mhaldar,MR. S. S. PATTANSHETTI,250656,250656,Un-Aided,Non-Autonomous,Non-Minority
6435,"Zeal Education Society, Zeal Polytechnic, Narhe Tal. Haveli, Pune",Pune,Urban,"Survey No. 39, Narhe, Taluka Haveli, Dist. Pune  411041",dp.zealeducation@gmail.com,www.zealeducation.com,Kishor Shamrao Shewale-Patil,Dr. CHANDRAKANT NARAYANRAO KULKARNI,67206021,,Un-Aided,Non-Autonomous,Non-Minority
6436,"Sharad Institute of Technology Polytechnic, Yadrav( Ichalkaranji)",Pune,Rural,"Jay-Sangli Naka, Yadrav-Ichalkaranji, Shirol, Kolhapur  416121",contact@sitpolytechnic.org,www.sitpolytechnic.org,Mr.Wasim Ibrahim Shaikh,Mr. Tashildar Bajrang Satappa,253050,252027,Un-Aided,Non-Autonomous,Non-Minority
6437,"Shree Vitthal Edu. and Research Institute, College of Engineering (Polytechnic), Gopalpur, Pandharpur",Pune,Rural,"P.Box No.54, Gopalpur, Ranjani Road,  Solapur , 413304",1074office@msbte.com,www.cod.sveri.ac.in,Mr. Amolsinh Shrirang Mhetre,Dr. NITIN DNYANESHWAR MISAL,216128,,Un-Aided,Non-Autonomous,Non-Minority
6438,"SVM's Late Hon D.R. Kakade Rural Institute of Engg. & Technology, Pimpalwandi, Taluka Junnar, Dist.Pune",Pune,Rural,"Pimpalwadi, Taluka Junnar, Dist.Pune 412412  ",drkpolytechnic@gmail.com,www.drkpolytechnic.org,Pawar Jaysing,Mr. Wabale Sagar S.,273777,273444,Un-Aided,Non-Autonomous,Non-Minority
6439,"Y.D.Mane Institute of Technology, Kagal, Kolhapur",Pune,Urban,"426/5 Near Alka Sheti Farm, Sangaon Road, Kagal Kolhapur , 416216",ydmitpoly@gmail.com,www.ydmit.org,Mrs.Deepali Anil Ghatage ,Mr.Digvijay Jotiram Pawar,245688,,Un-Aided,Non-Autonomous,Non-Minority
6440,"Navbharat Shikshan Mandal,s Shantiniketan Polytechnic, Sangli",Pune,Urban,"Survey No. 1911, Shantiniketan Lokvidyapeeth Sangli , 416416",spcsangli@gmail.com,www.shpolytechnic.org,Mr.Dundappa Irrappa Santikar,Mr. Bipin Ravindra Shevade,2313877,2313677,Un-Aided,Non-Autonomous,Non-Minority
6441,"Dr.D.Y.Patil Educational Academy's  D. Y. Patil Polytechnic, Ambi., Talegaon",Pune,Urban,"S. No. 124 & 126 Ap. Ambi, MIDC Road,Talegaon Dabhade Pune , 410506",0996principal@msbte.com,www.dypp.com,SHRI. Bhavanrao GAIKWAD,Milind Kulkarni,0211430623,,Un-Aided,Non-Autonomous,Non-Minority
6442,"Sant Gajanan Maharaj Rural Polytechnic, Gadhingaj, Kolhapur",Pune,Rural,"Mahagaon Sait, Chinchewadi, Gadhinglaj, Kolhapur  416503",polysgm@gmail.com,www.sgmrh.com,Mr. A. M. Sawant,Dr. Sanjay H. Dabhole,7447440075,275581,Un-Aided,Non-Autonomous,Non-Minority
6443,"Shanti Education Society, A.G. Patil Polytechnic Institute, Solapur",Pune,Urban,"18(2/2A) 2, Pratap Nagar, Vijapur Road, Opp. S.R.P. Camp, Solapur  413004",agppi.contact@gmail.com,www.agppi.edu.in,MR. VIJAPURE S S,Dr. Chougule M.A.,2341899,,Un-Aided,Non-Autonomous,Non-Minority
6444,"Shriram Institute Of Engineering & Technology, (Poly), Paniv",Pune,Rural,"Paniv, Taluka Malshiras, Dist. Solapur 413113",sietpoly@gmail.com,www.sietpaniv.org,Mr Chougule Nayankumar Babanrao,Mr. Khandare Pramod Prakash,274055,,Un-Aided,Non-Autonomous,Non-Minority
6445,"Vidya Pratishthan's Polytechnic College, Vidyanagari, Indapur ",Pune,Rural," Vidyanagari, Indapur, Dist. Pune  413106",vppci@vidyapratishthan.com,www.vppolytechnic.org,NA, Shri.Veer Rajkumar Arvind,225600,225600,Un-Aided,Non-Autonomous,Non-Minority
6446,"Kai. Amdar Bramhadevdada Mane Shikshan Va Samajik Pratishthan,Bramhadevdada Mane Polytechnic, Belati, Noth Solapur",Pune,Rural,"Gat No.137/1/A,B,C,D, A/p-Belati, Noth Solapur Dist. Solapur  413002",bmpolytechnic@gmail.com,www.bmpsolapur.org,SHRI.SHIVLAL SOMVANSHI ,Prof. SHAMBHURAJ PANDURANG DESHMUKH,2283885,2283885,Un-Aided,Non-Autonomous,Non-Minority
6447,"Shree Pandurang Pratishthan, Karmayogi Polytechnic College, Shelvhe, Tal.Pandharpur",Pune,Rural,"S. No.  124,125, Shelve, Taluka :Pandharpur, District: Solapur 413304",kpcmailbox@rediffmail.com,www.karmayogi.org.in,Ganesh Dhanaji Walake,Ajit Bajirao Kanase,250200,250205,Un-Aided,Non-Autonomous,Non-Minority
6448,"Loknete Ma.Hanumantrao Patil Charitable Trust, Adarsh Institute of Technology (Poly), Khambale",Pune,Rural,"Gat No.421,At Post Khambale, Vita, Taluka Khanpur, Dist. Sangli  415311",aitp0991@rediffmail.com,www.aitpolytechnic.org,Mr.Shinde S.V,Prof.D.K.Mahadik,229191,229021,Un-Aided,Non-Autonomous,Non-Minority
6449,"Marathwada Mitra Mandal's Polytechnic, Pune",Pune,Urban,"Sr.No.4/17, Thergaon Pune  411033",office@mmpolytechnic.com,www.mmpolytechnic.com,Prakash Patil,Mrs. G.S Joshi,65106968,,Un-Aided,Non-Autonomous,Non-Minority
6450,"Rameshwar Mauli Pratishthan, Bhalchandra Polytechnic, Gorhe(Khurd), Pune",Pune,Rural,"437, Shikhago Hills, Pune-Panshet Road, Gorhe (Khurd) Dist. Pune 42",polytechnic.bhalchandra@gmail.com,www.rmpinstitute.com,Mr. Takwale,Mr.Barate Kailas,24251777,24251341,Un-Aided,Non-Autonomous,Non-Minority
6451,"Samarth Rural Education Institute, Samarth Polytechnic, Bangarwadi, Belhe",Pune,Rural,"Bangarwadi, Belhe, Taluka Junnar, Dist. Pune 412410",samarthpolytechnic@gmail.com,www.sreir.org,MR. Pokharkar Mahesh S,Mr. Kapile Anil. S.,276751,276751,Un-Aided,Non-Autonomous,Non-Minority
6452,"Shri Umajirao Sanamadikar Medical Foundation's Siddharath Polytechnic, Jath",Pune,Rural,"S.NO. 672/1, Segaon road,Jaith Dist Sangli  416404",siddharthjath@gmail.com,www.siddharthpoly.co.in,BABAR SANJAY,Mr. Dasharath S.Waghamare,202939,246802,Un-Aided,Non-Autonomous,Non-Minority
6453,"Sneha Institute of Technology, Rui Tal.Barshi, Dist.Solapur ",Pune,Rural,"Po-Rui,Tal.Barshi, Dist.Solapur 413411",palvisskvsvs@yahoo.com,www.shivajirajepolytechnicrui.com,,MR.Chanyakkumar Jha,02184253,02184253,Un-Aided,Non-Autonomous,Non-Minority
6454,"D. Y. Patil Educational Socity's D.Y. Patil College Of Engineering & Polytechnic, Kolhapur",Pune,Rural,"S.No. 85/ A/P Talsande, Tal Hatkangale Kolhapur , 415112",jakhot@rediffmail.com,www.dypcepolytal.com,SURENDRA JAGANNATH PATIL ,Shri J. A. Khot ,2604095,,Un-Aided,Non-Autonomous,Non-Minority
6455,"Sandipani Charitable Trust, M.D. Jadhav Institute Of Technology.,Bhose",Pune,Rural,"Gat No.986,987, A/P.Bhose, Tal.Miraj Sangli , 416422",office@mdjit.edu.in,www.mdjit.edu.in,Mr Chetan Patil,Prof. R G Patil,2257544,2257645,Un-Aided,Non-Autonomous,Non-Minority
6456,"Kasegaon Education Soceity's Polytechnic, Lohagaon",Pune,Rural,"S.No.35/4, Lohagaon, Tal. Haveli Dist. Pune ",kesadmin@ritppune.com,www.ritppune.com,Nimbalkar Dhiraj Jagannnath ,Prin. SHRINIVAS KRISHNA JOSHI ,65106370,24376074,Un-Aided,Non-Autonomous,Non-Minority
6457,"Dattakala Shikshan Sanstha's, Dattakala Polytechnic, Daund Dist. Pune",Pune,Rural,"Gat No.541/2, Off Pune-Solapur Highway, At Post Swami Chincholi, Tal.Daund, Pune. 413130",dattakalapoly@gmail.com,www.dattakala.com/Diploma/index.html,Kapure Prashant Ramkrishna,Prof. Shendge Ravindra Bhimrao,203183,,Un-Aided,Non-Autonomous,Non-Minority
6458,"Shri. Siddheshwar Deosthan Trust's Siddheshwar Women's Polytechnic, Solapur",Pune,Urban,"Bhavani Peth, T.P. No.Ii,Plot No.74,Rupa Bhawani Mandir Road,Solapur  413002",siddhawomenpoly@gmail.com,www.siddheshwarwomenspoly.org,Rahul S. Shivangi,MR GAJANAN REVANSIDHA DHARANE,2727878,,Un-Aided,Non-Autonomous,Linguistic Minority - Kannada
6459,"Panchkroshi Shikshan Mandal's Suryadaya Institute Of Engineering & Polytechnic, Mahagaon, Satara",Pune,Rural,"Near Navodaya Vidyalaya, Satara Tal Satara, Dist Satara  415002",suryodayasatara@gmail.com,www.suryodayapolytechnicsatara.com,SHRI.DHANAWADE V B,SHRI. KHUTALE S D,270333,,Un-Aided,Non-Autonomous,Non-Minority
6461,"Gajanan Maharaj Shikshan Prasarak Mandal's Sharadchandra Pawar Institute Of Engineerinrg & Technology, Dumberwadi(Otur),Junner",Pune,Rural,"S.No.675,At Khamundi, Post Dumberwadi(Otur), Tal.Junner, Pune 412409",principal.spiet@yahoo.com,www.sgmspm.com,Mr. Benke Vishal Chandrakant,Prof. Kore Kunal Sidramappa,265730,265731,Un-Aided,Non-Autonomous,Non-Minority
6462,"Balasaheb Desai Foundation, Shivajirao Desai College Of Polytechnic, Doulatnagar",Pune,Rural,"Doulatnagar, Tal. Patna Dist. Satara  415211",sdpolytechnic@rediffmail.com,www.shivajiraodesaipoly.org,P.K.Lohar,R.K.Khobragade,268400,268039,Un-Aided,Non-Autonomous,Non-Minority
6463,"Mokashi Krishi Vikas Prasisthan's Dadasaheb Mokashi Polytechnic, Sadashivgad, Satara",Pune,Rural,"Survey No.75. A/P Rajmachi Sadashivgad, Tal. Karad, Dist Satara  415110",dmpr1224.rajmachi@gmail.com,www.mokashipratishthan.org,Not Applicable,MR. Jagtap S.E. ,271400,271400,Un-Aided,Non-Autonomous,Non-Minority
6464,"Rajarshi Shahu Shikshan Sanstha's Vitthal Patil Polytechnic, Miraj",Pune,Rural,"Gat No. 640/641/642/643 A/P Inam Dhamni Tal Miraj Sangli , 416416",vitthalpatilpoly@gmail.com,www.vitthalpatilpoly.edu.in, Mr. tamboli azharuddin tamboli,Prof.Jadhav M.s.,2302515,2302515,Un-Aided,Non-Autonomous,Non-Minority
6465,"Gaurishankar Education & Charitable Trust, Gaurihar Polytechnic,Limb,  Satara",Pune,Rural,"S.No.990/A,Satara-Pune Highway, Near Reliance Pump, Limb Satara , 415015",gourihar.satara@rediffmail.com,www.gourihar.org,Mr.Shingate Vickram Jagannath,Mr.Pisal Nitin Manohar,268758,268778,Un-Aided,Non-Autonomous,Non-Minority
6467,"Swami Vivekananda Pratisthan, Swami Vivekananda Institute Of Technology,Khed, Solapur",Pune,Rural,"Gat No.16/1,Solapur -Barshi Road,Khed,North  Solapur 413225",svp_sol@rediffmail.com,www.svitsolapur.org,MR. SAMADHAN DAGADU WADANE,MR. HINDURAO DINKAR GORE ,2911026,2911026,Un-Aided,Non-Autonomous,Non-Minority
